W1,W2,R,t,sigma_max,mass,runtime
0.4840544226,0.1635344484,0.0480160348,0.0115306407,72.701112,25.909896,15.44900012
0.4778035163,0.1104798188,0.0430375366,0.0143476766,45.549360,33.545863,15.53399992
0.4118939024,0.1692481692,0.0536382770,0.0133671139,69.727104,20.446256,13.11299992
0.4506681498,0.1648642802,0.0533962704,0.0100310094,84.456280,19.124730,13.52699995
0.4318905316,0.1281905653,0.0423425083,0.0120942196,61.959160,22.267862,13.15799999
0.4879477779,0.1884407357,0.0520338933,0.0108017851,86.631832,23.700985,15.41100001
0.4075758220,0.1084428850,0.0429635201,0.0168511822,39.988588,28.164167,13.11500001
0.4251873161,0.1532557713,0.0563776136,0.0169689566,47.048436,28.951983,13.40899992
0.4809390334,0.1908498426,0.0434505424,0.0155823157,66.134508,32.864125,15.23199987
0.4183060529,0.1395978346,0.0538991329,0.0187207783,40.097448,31.564189,13.06400013
0.5152485856,0.1940686483,0.0567165248,0.0193744097,46.484444,47.814007,17.48800015
0.4771884856,0.1891725848,0.0513268712,0.0110807078,87.070120,23.035348,15.68000007
0.5167058670,0.1553852379,0.0506373759,0.0146122256,52.252080,38.409974,17.64800000
0.5693179690,0.1770680210,0.0491269895,0.0140678724,58.598344,44.560102,19.77900004
0.4036826374,0.1981607535,0.0464885638,0.0187623967,68.005384,25.158168,11.12999988
0.5855977874,0.1073943685,0.0593899060,0.0154783149,35.989776,55.523812,21.85400009
0.5488311802,0.1877504713,0.0420703478,0.0128181995,72.976472,36.871919,17.60200000
0.5278247728,0.1047448391,0.0485995186,0.0160608080,37.141916,46.509712,19.57400012
0.5134528187,0.1083722873,0.0487964872,0.0112113675,54.387640,30.561319,17.56200004
0.5549682090,0.1989666776,0.0517728434,0.0180308372,50.552572,52.378748,17.91900015
0.5956673902,0.1265720255,0.0585973872,0.0127191773,47.864740,46.641085,21.78599977
0.4837334440,0.1851970123,0.0440178713,0.0137082963,71.919112,29.627082,15.52499986
0.4959512831,0.1537883840,0.0481296631,0.0155507380,50.384508,37.421147,15.43799996
0.4326698906,0.1021841444,0.0430559503,0.0199005975,32.023744,38.076256,13.25799990
0.4981345170,0.1286562942,0.0597885980,0.0123876093,51.431224,31.085579,17.55900002
0.5557022153,0.1860497358,0.0441967174,0.0137773792,65.849124,40.860732,19.98599982
0.4175910885,0.1378991172,0.0480619440,0.0130998675,59.023736,22.051114,13.11299992
0.5302084445,0.1255877541,0.0494412813,0.0172795740,38.094880,49.617114,17.78699994
0.4530492192,0.1528795941,0.0506657525,0.0196933601,40.515408,38.801216,13.48499990
0.5784232139,0.1332526500,0.0504944791,0.0105781428,62.456032,36.256950,19.99099994
0.4833064406,0.1898968010,0.0467903931,0.0199523042,49.713748,42.664748,15.25200009
0.4859917214,0.1608937341,0.0558717299,0.0157034562,49.611232,35.780130,15.42500019
0.4667165947,0.1604903628,0.0423500798,0.0170159379,51.643264,35.367336,15.38899994
0.4714652026,0.1875377185,0.0524309321,0.0124780899,76.656744,25.294948,15.20600009
0.5310067914,0.1511524052,0.0482471083,0.0114381133,65.704880,32.071368,19.69700003
0.4767211691,0.1633813712,0.0599902347,0.0122160339,63.804952,26.563676,15.33300018
0.5082305443,0.1505238441,0.0462801964,0.0165255638,46.761736,42.138295,17.52699995
0.4170295970,0.1646930372,0.0410756928,0.0135807427,72.450976,21.583076,12.98099995
0.5674821135,0.1694984102,0.0559104397,0.0122536254,61.936764,38.904678,19.84800005
0.4803427852,0.1228000792,0.0498464902,0.0121162515,54.794092,28.288679,15.44199991
0.4226544688,0.1585380872,0.0558185662,0.0171636284,48.576264,28.578265,13.21300006
0.4989755172,0.1146746984,0.0413606457,0.0162922319,41.063096,41.559671,17.70600009
0.5390462951,0.1182640526,0.0523560322,0.0101913583,60.898384,30.507485,19.62200022
0.4400077783,0.1814407790,0.0504312849,0.0128776387,76.558800,22.423889,13.28100014
0.4471643538,0.1122570906,0.0524071955,0.0158659136,39.590388,32.204506,15.26300001
0.4605414795,0.1494670758,0.0412884251,0.0134404639,62.170904,27.597815,16.54399991
0.5544943021,0.1953045936,0.0532052609,0.0123607648,71.854200,36.034317,19.82100010
0.5684724106,0.1838796117,0.0495323675,0.0147829616,57.530604,46.280388,20.01900005
0.4587508322,0.1290638083,0.0549324524,0.0191339350,35.242852,40.180849,15.50499988
0.5648871251,0.1227671539,0.0485512724,0.0104778360,61.287116,34.460982,20.05399990
0.5477330838,0.1625085058,0.0574892432,0.0167131545,44.056216,49.513844,17.74100018
0.5500267670,0.1344965341,0.0596533153,0.0189925066,33.594848,58.500737,19.84000015
0.4744675021,0.1365948059,0.0592728637,0.0111789505,60.557172,25.017646,15.33799982
0.5839805835,0.1177812258,0.0521935911,0.0158276548,38.573852,56.024383,21.78699994
0.5435250326,0.1030892611,0.0470835659,0.0147055151,40.443320,45.306109,19.58300018
0.4431775860,0.1771250503,0.0569882567,0.0172814309,52.660904,30.931765,13.21600008
0.4283769717,0.1017917843,0.0419198528,0.0102148404,62.909000,19.143037,13.15600014
0.4483251852,0.1780831191,0.0468937283,0.0115134510,84.523400,21.108081,13.27699995
0.4397587515,0.1240072451,0.0458001334,0.0189281661,37.368068,36.481567,13.23200011
0.5954990818,0.1453320293,0.0593454050,0.0173505907,37.902320,62.634564,21.84700012
0.4103930497,0.1988397395,0.0454570450,0.0160470588,78.742112,22.413721,11.12700009
0.5130302586,0.1734283425,0.0443800180,0.0188076509,47.022256,47.438342,17.42700005
0.5805562264,0.1668822047,0.0434904223,0.0118119372,69.047536,39.495563,21.94900012
0.5009443462,0.1848596466,0.0599663307,0.0164335631,52.035864,38.610222,15.40700006
0.5114919893,0.1042322481,0.0406069630,0.0142005930,44.589936,38.512383,17.53600001
0.5589124177,0.1386594781,0.0485576765,0.0167566704,41.437764,53.144727,19.70000005
0.4944517982,0.1433948770,0.0455620431,0.0133748625,56.590208,32.409333,15.36399984
0.5244247129,0.1214244395,0.0422948628,0.0118893135,57.216572,33.470103,19.80699992
0.5632406794,0.1001493080,0.0463599919,0.0194325820,30.042580,64.571579,19.91299987
0.4447043365,0.1029011508,0.0432708290,0.0176630888,35.935016,35.782083,15.20199990
0.4640197804,0.1449539027,0.0590958992,0.0122842347,58.285620,25.877521,15.39400005
0.4447883761,0.1766403839,0.0575718601,0.0155832359,57.776652,28.164185,13.06799984
0.5264023572,0.1260662196,0.0530010691,0.0134031819,48.100796,37.898081,17.77300000
0.4444758343,0.1486457392,0.0550022936,0.0109612509,69.761208,20.848456,13.25900006
0.4124547389,0.1254102269,0.0544315843,0.0119047109,57.901644,19.931958,13.13599992
0.4519427579,0.1803370265,0.0591293423,0.0153267717,58.712964,28.550651,13.16000009
0.4637409332,0.1536017320,0.0564200870,0.0154086304,49.460712,31.975514,15.50499988
0.5355063162,0.1487502736,0.0546630578,0.0176200765,40.183408,50.482249,17.83899999
0.5429954828,0.1280545551,0.0558267555,0.0161319169,39.428912,48.628721,19.73299980
0.4896431044,0.1819053504,0.0570224740,0.0140535613,61.976124,31.472570,15.55699992
0.4137419988,0.1178512546,0.0577395504,0.0185664672,34.635272,31.683619,13.21900010
0.5386177489,0.1853303393,0.0519489089,0.0137220439,63.154756,37.989226,17.79100013
0.4819096776,0.1263209086,0.0451285604,0.0171307387,40.581764,40.095245,15.54900002
0.5450724894,0.1968114688,0.0550759729,0.0181494129,49.236248,50.771503,17.76499987
0.4023958265,0.1997653288,0.0412688622,0.0144232073,94.015512,19.063477,11.07100010
0.5426021700,0.1980941777,0.0593560664,0.0164833419,53.205780,45.561018,17.80099988
0.4008090117,0.1013475777,0.0564465177,0.0110599144,53.681168,18.043711,13.01600003
0.5714643628,0.1685983889,0.0516304845,0.0155559216,49.980500,50.185833,19.75000000
0.4729108535,0.1496420621,0.0590349838,0.0190206918,38.332252,41.495509,15.41299987
0.5312578701,0.1131849589,0.0445927193,0.0189956369,33.725484,55.360674,17.64400005
0.4955569907,0.1897700921,0.0416510899,0.0186240143,54.423232,42.226459,15.35899997
0.4415691034,0.1808686120,0.0455140611,0.0171807974,59.149324,30.192077,13.34999990
0.5338970750,0.1918890604,0.0471708448,0.0142459755,65.482088,38.264456,17.58899999
0.4164930185,0.1178383201,0.0452054955,0.0183007144,38.130136,31.627412,13.25500011
0.4880840669,0.1648230770,0.0476074955,0.0140358446,60.091676,32.067619,15.53500009
0.4885954328,0.1544081341,0.0464108001,0.0159728788,50.189200,37.148690,17.42000008
0.4963777638,0.1309453373,0.0526534143,0.0135169453,49.812200,33.552612,17.55699992
0.4412000294,0.1737876740,0.0589007637,0.0102909100,85.404408,18.360611,13.46899986
0.5180931604,0.1573367785,0.0400418071,0.0129085239,64.775572,34.017900,19.37400007
0.5618532197,0.1294948671,0.0557884297,0.0175644327,36.151452,56.828717,19.70899987
0.5926564159,0.1094712448,0.0545071144,0.0109590128,52.721812,40.229098,22.03299999
0.4265396660,0.1893372835,0.0430228943,0.0152692734,74.722408,24.156522,13.14499998
0.5354275743,0.1235555496,0.0552147781,0.0162466501,38.514052,47.738611,19.68200016
0.4600606879,0.1048021772,0.0524488374,0.0198367160,30.199302,43.117820,15.58400011
0.4437921315,0.1100865450,0.0521595617,0.0104129379,59.790772,20.851862,15.23300004
0.4849865752,0.1717889300,0.0431630935,0.0120473711,75.872384,26.816049,15.29900002
0.5100131643,0.1031738092,0.0545688554,0.0167789663,34.191340,45.322712,17.73800015
0.4409832821,0.1249572182,0.0434476972,0.0199368868,36.092576,38.597338,13.34999990
0.4056209863,0.1725644706,0.0530842883,0.0193535067,50.247376,28.291535,13.02499986
0.5796248140,0.1180859311,0.0521500787,0.0160823443,38.076044,56.032917,21.85400009
0.4025939608,0.1296778199,0.0547651876,0.0174655332,40.948036,27.522525,12.94000006
0.4803715889,0.1958527238,0.0476929002,0.0194588974,52.816856,40.536317,15.31299996
0.4581393496,0.1899254272,0.0562447100,0.0166196974,58.273052,31.321281,13.28600001
0.4797463020,0.1683963836,0.0582815239,0.0171200025,47.078980,37.446644,15.31700015
0.5332914103,0.1433434172,0.0575278063,0.0139695497,48.536032,39.914861,17.70499992
0.4616667515,0.1579393536,0.0491881095,0.0184744851,44.668888,37.652371,15.44600010
0.4824091804,0.1317355091,0.0440778137,0.0171278728,42.309744,39.915449,15.36699986
0.5048066386,0.1592596585,0.0563585491,0.0148473767,50.891240,36.904574,17.61299992
0.4646516740,0.1251033769,0.0499692112,0.0150566603,45.091380,32.650227,15.43199992
0.4142487237,0.1055004186,0.0500480499,0.0141831785,44.175544,24.663120,13.40599990
0.4237015706,0.1689572151,0.0425719482,0.0188341802,52.579624,30.789111,13.22399998
0.5577484687,0.1151498475,0.0469599678,0.0119238642,52.650180,38.414026,19.78500009
0.4444589490,0.1195513790,0.0447332142,0.0145890969,47.168848,28.941137,15.44799995
0.5191319344,0.1726315934,0.0479784990,0.0113229552,75.055048,29.372371,17.38000011
0.5434551813,0.1313969751,0.0536453222,0.0121274532,53.902728,36.502619,19.63199997
0.4251538924,0.1070934638,0.0525597217,0.0187370687,32.966724,34.376907,13.14299989
0.4308223474,0.1777008715,0.0400348168,0.0182046951,58.384464,30.351632,13.39199996
0.5374013811,0.1226824996,0.0521784672,0.0152628892,41.604052,45.220919,17.90999985
0.4041790535,0.1271074874,0.0439083905,0.0106865473,70.418072,17.037304,13.25300002
0.4287358636,0.1398159485,0.0558411832,0.0193274293,38.068860,34.427936,13.64899993
0.4246537642,0.1221295985,0.0507885695,0.0194915793,35.136288,34.937923,13.05800009
0.5147290163,0.1400536679,0.0421561311,0.0180562391,41.701536,47.915714,17.72600007
0.5169627083,0.1838439761,0.0598496062,0.0156014697,53.493148,39.465193,17.33299994
0.5235395436,0.1688437564,0.0503130310,0.0114064921,71.534080,30.320621,17.41900015
0.4097122861,0.1309990292,0.0495540082,0.0169603579,43.451088,27.701152,13.23600006
0.4606978099,0.1581590143,0.0595741470,0.0175147777,44.100588,35.560082,15.19700003
0.5160135192,0.1051635112,0.0507944602,0.0181231024,32.653176,50.060616,17.65900016
0.4021270746,0.1444127922,0.0522484746,0.0136297896,58.929248,20.819767,13.33899999
0.4515451102,0.1625276064,0.0448013290,0.0159820209,55.681180,30.708044,15.31699991
0.5981962956,0.1389078682,0.0521021199,0.0148175945,44.931404,54.270337,21.95900011
0.4481992135,0.1035371541,0.0427732140,0.0198878048,32.106092,40.929029,15.38100004
0.4607963539,0.1629457374,0.0498306284,0.0102395499,82.862544,20.604025,-371.95299983
0.4110602114,0.1525534976,0.0403046759,0.0161544192,56.853160,25.480408,13.27899981
0.5772515372,0.1900789197,0.0568268661,0.0196753525,42.006824,63.276906,19.67799997
0.5719620992,0.1255746894,0.0567612600,0.0173140159,35.659344,58.353098,20.09899998
0.5075071639,0.1013979268,0.0590192746,0.0119151427,46.641640,31.917314,17.50300002
0.4917109774,0.1545736705,0.0508488835,0.0107594526,72.069720,25.383363,15.24300003
0.5190841771,0.1776300128,0.0521761426,0.0126524350,66.733628,32.587434,17.58999991
0.5033384824,0.1466149844,0.0427829271,0.0197356526,39.594248,49.502186,17.50399995
0.4495185249,0.1477191289,0.0443539629,0.0150430426,54.240976,29.352225,13.32400012
0.5055963080,0.1580535300,0.0592549581,0.0104340170,70.760760,26.075884,17.40100002
0.5437662578,0.1716619580,0.0567475229,0.0159212095,48.719512,45.894064,19.61399984
0.5182509996,0.1976360463,0.0492787239,0.0123386584,78.406112,30.655255,15.38900018
0.4878817911,0.1076530321,0.0504002201,0.0144329579,42.162152,35.381438,15.36599994
0.4383581284,0.1266251778,0.0503299906,0.0162086089,42.812896,30.926176,13.35299993
0.4501342052,0.1385990276,0.0494695550,0.0162442944,45.602256,32.269485,15.35899997
0.4594578416,0.1066980979,0.0409755983,0.0175868967,37.179464,38.002387,15.24600005
0.5488777150,0.1096545905,0.0443018774,0.0171842110,36.481576,53.758555,19.79000020
0.4413680706,0.1847517928,0.0518552159,0.0175964385,56.579828,30.644123,13.06800008
0.5998603328,0.1730648962,0.0526125859,0.0178290600,43.301544,63.634232,21.90799999
0.4147060934,0.1724213449,0.0432028932,0.0170771891,60.198884,26.309934,13.06599998
0.4018755405,0.1934695481,0.0587287892,0.0128352205,87.513000,17.301717,11.13899994
0.5692904608,0.1865470685,0.0593945268,0.0142181999,56.608576,44.538907,19.66299987
0.4209634229,0.1913052198,0.0565608791,0.0161335104,65.683100,24.620218,12.99000001
0.5984124300,0.1695599870,0.0544812837,0.0166975356,45.028100,59.507101,21.95099998
0.4249391559,0.1406078497,0.0460886406,0.0198622236,39.951108,34.591900,13.09800005
0.4938154842,0.1710970603,0.0525468059,0.0161242161,51.936788,37.470396,15.32100010
0.4335030711,0.1993846339,0.0474355400,0.0161680326,72.506824,25.957105,13.15300012
0.4890491427,0.1159463858,0.0522173624,0.0123718847,50.696020,30.238803,17.46300006
0.4344592267,0.1771823137,0.0485790207,0.0111056351,88.165192,18.934786,13.25200009
0.5699959981,0.1171266884,0.0593621112,0.0118832254,49.196172,40.033118,20.04000020
0.4775078026,0.1367982820,0.0419149220,0.0105189798,72.332672,23.820347,15.45700002
0.5231458022,0.1563502903,0.0418610059,0.0137007707,59.565084,36.934695,17.57900000
0.5521370396,0.1500039767,0.0411515395,0.0189290558,41.186192,57.797021,19.77699995
0.5757031111,0.1374908921,0.0483932669,0.0153494019,44.713564,51.892573,21.83599997
0.4639358932,0.1962775658,0.0428507432,0.0162004563,68.264064,30.987282,15.22700000
0.4324993555,0.1684457460,0.0583871092,0.0137765814,62.854640,23.718641,13.29299998
0.5902915614,0.1232499265,0.0426819298,0.0112033948,59.578092,40.369876,21.97199988
0.5537112863,0.1468938709,0.0542001603,0.0182138177,38.219544,56.189757,19.68199992
0.4660602322,0.1472920711,0.0599342059,0.0113336800,63.583520,24.026393,15.20799994
0.5351663958,0.1633046978,0.0485434759,0.0111945183,70.994120,31.463266,17.43899989
0.5843404732,0.1178334828,0.0461740112,0.0113126838,56.186648,40.077301,21.91300011
0.5326806301,0.1649209934,0.0486864340,0.0197030835,40.735100,54.700307,17.77900004
0.5612706659,0.1604441672,0.0439392400,0.0108215725,73.734272,33.857724,19.64900017
0.5266949704,0.1965719947,0.0408694703,0.0135779195,74.819160,35.065729,17.60099983
0.4751702896,0.1224386455,0.0473342152,0.0116695021,57.755664,26.627297,15.28600001
0.4823155142,0.1440645987,0.0458428306,0.0134062938,57.128944,30.742055,15.52900004
0.4870469115,0.1723368038,0.0543537296,0.0107759375,77.947032,24.224374,15.47399998
0.5443482768,0.1183846317,0.0556922837,0.0170655017,35.560364,52.152685,19.76300001
0.5044999014,0.1198160093,0.0491206634,0.0124001527,52.268028,32.232540,17.50399995
0.4453734866,0.1062451023,0.0529112563,0.0157972268,38.354656,32.018443,15.24000001
0.4046224772,0.1725281914,0.0406601762,0.0195113366,55.101188,28.301743,13.16199994
0.5062887870,0.1555611031,0.0407762771,0.0107952286,77.005520,27.105175,17.42299986
0.4521004646,0.1902736901,0.0401722173,0.0193633124,57.329412,35.245110,13.23199987
0.5079628062,0.1967857340,0.0516484919,0.0179313440,53.379916,42.580482,15.38199997
0.5472173149,0.1878879614,0.0589832146,0.0143785396,57.664992,41.134533,17.53600001
0.5563219232,0.1088335832,0.0534994369,0.0139141173,42.028240,44.820802,19.62899995
0.5362712149,0.1758917806,0.0404965748,0.0163453671,55.222256,45.368349,17.61599994
0.5605235754,0.1665969164,0.0404320911,0.0192717827,43.863236,59.689645,19.59500003
0.4163051967,0.1427296730,0.0538059148,0.0164507580,46.739720,27.282646,13.07400012
0.4969142982,0.1501352673,0.0439547620,0.0130022785,60.995764,31.567148,15.41499996
0.5229160323,0.1342659503,0.0482417349,0.0143012377,48.489020,39.526666,17.57900000
0.4456250930,0.1248549469,0.0557010616,0.0122136691,54.252716,24.225995,15.29600000
0.5035181621,0.1837194087,0.0512909168,0.0127249509,70.346744,30.281523,15.28299999
0.5948707478,0.1989484896,0.0430812665,0.0170962259,54.996468,58.103939,21.93400002
0.4082235340,0.1361602904,0.0461419252,0.0148324925,52.823348,23.798561,12.95700002
0.4570925591,0.1223277468,0.0486679680,0.0144191631,46.838944,30.285442,15.39299989
0.4090945150,0.1792926022,0.0422501220,0.0159858939,69.311088,23.410256,12.92899990
0.4143211314,0.1231647031,0.0518110788,0.0188245968,36.546428,31.932919,13.15400004
0.4324210034,0.1824170086,0.0416322994,0.0147002432,73.529312,24.462767,13.19700003
0.4678739243,0.1770937284,0.0476392385,0.0182671800,50.982252,37.095770,15.25199986
0.4705733719,0.1293678475,0.0533247793,0.0184714266,36.597872,40.958276,15.39800000
0.4456778630,0.1984373975,0.0406658783,0.0115610742,102.840256,19.928372,13.06299996
0.5216973456,0.1195289138,0.0472069850,0.0171376654,37.956948,47.818874,17.67100000
0.5731409018,0.1590106480,0.0524266179,0.0179867066,40.915896,59.014317,19.62100005
0.5418134030,0.1129186533,0.0404051777,0.0179932918,36.548424,54.637425,19.62599993
0.4786330264,0.1197723041,0.0472888874,0.0154846843,42.963496,35.992909,15.44599986
0.4021878150,0.1565030177,0.0495933517,0.0143438747,61.963292,21.345526,13.05499983
0.4909955406,0.1149997111,0.0578696302,0.0162738965,37.090424,40.173089,15.66700006
0.5105352990,0.1154258783,0.0410225083,0.0193700367,34.565060,51.814663,17.48000002
0.4446744081,0.1182802410,0.0468469586,0.0155981535,43.322808,31.033053,15.18600011
0.4331684318,0.1791265763,0.0541165622,0.0169928296,56.278208,28.662011,13.15700006
0.4550931700,0.1522508610,0.0549762304,0.0163769471,47.141996,32.646515,15.28700018
0.5466471922,0.1376757158,0.0439580753,0.0136930968,52.700512,41.449810,19.68599987
0.5799060783,0.1262592937,0.0492951711,0.0167827308,38.612636,58.159014,21.80799985
0.4862094926,0.1184970994,0.0430101099,0.0138862629,48.960924,33.406946,15.35500002
0.5788558551,0.1210142100,0.0426331868,0.0174976923,37.917448,60.626931,21.80299997
0.5746106527,0.1583602227,0.0425697127,0.0117619134,67.286880,38.805776,19.69299984
0.4216094745,0.1082018261,0.0502198935,0.0119705030,52.824924,21.536754,13.01699996
0.4056905938,0.1866961962,0.0527176892,0.0152451654,71.604608,21.457854,10.84400010
0.5421629529,0.1229640479,0.0458731218,0.0164243353,40.127676,49.538074,19.69600010
0.5360247221,0.1718514135,0.0573203602,0.0180396711,43.340040,50.362120,17.95200014
0.4983809984,0.1812771073,0.0438503379,0.0195420548,48.138476,45.573961,15.32400012
0.4754744215,0.1445119431,0.0524891534,0.0194705921,37.714508,43.272642,15.35100007
0.4737842259,0.1077918698,0.0435856711,0.0143712299,44.656256,33.099945,15.36700010
0.5682461498,0.1204501872,0.0580891692,0.0183778689,32.656804,61.354359,20.72499990
0.4522753868,0.1910980042,0.0505391132,0.0151718197,67.744560,27.623231,13.01900005
0.5095058375,0.1106113955,0.0592827017,0.0104011660,55.803308,27.871460,17.45799994
0.5061754737,0.1299430010,0.0527963213,0.0190149514,34.982408,49.271684,17.56800008
0.5212461363,0.1167630218,0.0548113088,0.0103160085,59.192592,28.823479,19.60999990
0.4002507672,0.1519245702,0.0483614022,0.0131538262,66.281596,19.550695,13.07100010
0.5836467900,0.1975547220,0.0419139429,0.0193458795,49.117136,63.096999,19.60400009
0.5978244015,0.1130856218,0.0460607287,0.0149874112,41.367956,55.852960,21.95000005
0.4286915136,0.1326424099,0.0501009275,0.0143202417,50.720060,25.784850,13.24900007
0.5330668783,0.1308624966,0.0596618485,0.0195174989,32.412686,56.449119,17.67299986
0.4683751389,0.1575522293,0.0400338661,0.0163444950,53.740132,34.403238,15.13699985
0.5131096353,0.1091353411,0.0594284486,0.0160252849,35.876432,43.636723,17.55900002
0.5647477861,0.1631269357,0.0489013195,0.0189908664,40.819324,60.062466,19.81599998
0.4658226457,0.1254542498,0.0431260867,0.0134936878,52.634576,29.386983,15.23799992
0.4830602075,0.1931208927,0.0497296855,0.0181552842,54.541016,38.545262,15.18600011
0.4391451330,0.1465083636,0.0582163154,0.0141175000,52.835912,26.241602,13.36100006
0.4219419093,0.1802237055,0.0458676246,0.0175176454,59.954856,27.622935,12.97899985
0.4510128856,0.1168884077,0.0552836693,0.0130170599,48.568344,26.768029,15.38199997
0.5125830675,0.1743240469,0.0498355126,0.0147351739,57.850644,37.061371,17.53300023
0.5661638488,0.1842183857,0.0437967272,0.0155965422,57.254452,48.345860,19.91499996
0.5129204176,0.1644438070,0.0514711006,0.0185653401,43.046748,47.442475,17.49399996
0.4703015675,0.1641302171,0.0505357204,0.0126954190,66.145048,26.708157,15.54100013
0.4996699109,0.1252378427,0.0555618437,0.0120597036,53.147996,30.561682,17.77200007
0.5085629807,0.1508562745,0.0458492468,0.0183299000,42.406052,46.784540,17.40799999
0.4460581846,0.1092644802,0.0504034673,0.0106957729,58.496416,21.667532,15.49000001
0.5218970878,0.1078005607,0.0572169608,0.0131907639,43.728956,37.247396,17.59299994
0.5413290251,0.1127119720,0.0442175862,0.0159439648,40.050360,48.344163,20.64400005
0.4451886224,0.1345225735,0.0445634460,0.0162707390,46.460180,31.722179,53.43099999
0.4661811126,0.1501473470,0.0408495080,0.0170057534,49.208164,35.839592,15.24799991
0.5337125420,0.1852409510,0.0595791112,0.0127111584,65.020060,34.498130,17.75999999
0.5131592956,0.1250734943,0.0572663857,0.0157203969,40.062796,42.172210,18.66400003
0.4605057970,0.1425790436,0.0564835050,0.0193774717,37.211224,40.269329,15.50000000
0.4781697757,0.1213114610,0.0449543848,0.0117495130,57.803700,27.201607,15.39000010
0.4022733056,0.1671839866,0.0497475872,0.0112055319,85.888120,16.265590,13.16100001
0.4663541985,0.1239494603,0.0462325876,0.0177495047,38.812140,38.833784,15.38400006
0.5145933298,0.1607065753,0.0525914582,0.0174089799,44.488176,45.043840,17.85800004
0.5624249743,0.1093442996,0.0509283824,0.0128330967,46.358284,42.261450,19.94899988
0.5044384515,0.1984257637,0.0541146313,0.0146683487,65.272204,34.172985,15.45199990
0.5887260581,0.1042161953,0.0420983111,0.0118150797,51.970380,42.889578,21.79299998
0.4385587284,0.1418168028,0.0544608531,0.0140862365,52.609032,26.297161,13.16600013
0.4347904306,0.1466353719,0.0565267119,0.0160186272,47.153664,29.103381,13.19900012
0.5717916370,0.1850940655,0.0504987310,0.0157887928,53.635636,50.001808,19.71500015
0.4367120004,0.1156229456,0.0498074757,0.0147090685,44.620808,28.257823,13.10399985
0.5931301258,0.1473431832,0.0484552754,0.0172026835,41.384612,61.421317,21.83999991
0.4429394931,0.1025888951,0.0538689012,0.0163759626,36.073228,32.947970,15.31900001
0.4955802734,0.1208589457,0.0463786846,0.0154346508,43.088692,38.582134,17.61299992
0.4509202549,0.1410465781,0.0478387717,0.0153850544,49.500312,30.560895,15.20300007
