W1,W2,R,t,sigma_max,mass,runtime
0.463208744,0.1096201343,0.058611194,0.0141026054,42.03852,30.961653,15.40699983
0.428606619550446,0.103865491700054,0.0432716462458507,0.0176910881013244,36.421436,33.1146768515014,25.49699998
0.5062812644,0.1799661819,0.0566211469,0.018592379,45.44346,45.103358,38.16199994
0.4992672137,0.1573096397,0.050501496,0.01702379,45.851888,41.38045,17.50900006
0.597836357772926,0.126950148036302,0.0541645002075084,0.0158831801654239,39.360296,58.6526601587599,32.23600006
0.4419416891,0.1564726979,0.0501165727,0.0143920785,57.7621,26.636453,34.27600002
0.57890834214926,0.148225752538468,0.0526416166813697,0.01886266992588,37.009012,63.9179266477421,31.9749999
0.580859599200117,0.170485100154305,0.0405890242251597,0.0170202629414103,49.795376,56.7423491464353,29.82400012
0.4735269668,0.1732013926,0.0569595404,0.0197320001,42.706792,41.539677,15.48500013
0.522319572167972,0.198604180013685,0.0499402875900209,0.0153004173003881,62.949448,38.6522333805795,27.25900006
0.5854330426,0.178383777,0.0482505035,0.0168037361,49.085708,56.514921,22.19199991
0.5056912859,0.1728383583,0.0561914773,0.0100726458,80.818024,24.642772,17.47900009
0.5490549021,0.1100500557,0.0418847658,0.0167011654,38.229572,52.258764,44.05699992
0.5928071791,0.1282464535,0.0410605678,0.0105818767,65.32118,38.323517,24.00399995
0.547619648089512,0.191840347430787,0.0594181738656459,0.0131282473808414,64.089376,37.4088875187132,27.93000007
0.4590921635,0.1679744933,0.0539804586,0.012692397,67.015012,25.109312,15.64299989
0.444350041185562,0.101978343966417,0.045800959200512,0.0118670768280825,52.238196,24.0305169220725,23.93000007
0.4307925951,0.1710510777,0.0492414321,0.0168842486,55.691396,28.60051,25.75499988
0.5847814904,0.1983201841,0.0515315651,0.0124753808,70.761944,40.852511,22.50900006
0.550839589369692,0.101822621799958,0.0521042001888945,0.0132900046480222,43.002356,42.1466103011938,29.32399988
0.530134841,0.1558986831,0.0551959307,0.0181246258,40.499852,50.383513,44.58900023
0.449838541516254,0.19643572569777,0.0420895278452046,0.0196258866075024,58.489384,34.792717557106,20.87100005
0.5131096353,0.1091353411,0.0594284486,0.0160252849,35.876432,43.636723,17.55900002
0.4933233005,0.1321448731,0.0502411119,0.0105435493,65.171844,25.78563,40.81700015
0.4131871741,0.131095969,0.0459639684,0.0176347372,42.717208,29.328357,13.477
0.525577114,0.1208241751,0.0428317292,0.0136256899,49.525352,38.559155,17.87199998
0.512442037094792,0.127410876392752,0.0540775824870629,0.011830208277939,54.877992,31.5570994389796,28.4610002
0.442165251611659,0.185772512046019,0.0472329973762482,0.019887687923666,52.072172,34.683261993194,23.57400012
0.4677446561,0.1685123684,0.0596188009,0.0145113836,56.082524,29.957814,15.35400009
0.5737306049,0.1723585636,0.0401323423,0.0155088629,55.612852,50.216049,19.79900002
0.588039551047303,0.184134716091533,0.0563550597676555,0.0157975725860169,50.599752,53.3281485761579,31.74399996
0.4417198795,0.1876737452,0.0544597913,0.0174782971,57.009876,30.302826,13.15699983
0.503064183557424,0.180916704419139,0.0526223427232811,0.012965177472843,67.472672,30.936460603991,27.42199993
0.4213932642,0.1052023508,0.0571187547,0.0145510791,41.008372,26.276526,13.38899994
0.52214287398049,0.157949107520502,0.0495752074544824,0.0140622706826239,55.195644,37.6966871794276,27.58099985
0.476396753556462,0.112287397701551,0.0454788665359688,0.0144789772711947,44.773932,33.5872333693246,25.21799994
0.453594574769999,0.194843541297946,0.0586806101961282,0.0143825775094608,69.329832,26.176986507752,22.66799998
0.4137957467,0.1303441732,0.0464274648,0.0147635369,50.656668,24.66631,13.14500022
0.5758617038,0.125766609,0.0580109908,0.0138786978,44.14434,47.443411,46.69900012
0.4837341415,0.1812178832,0.0478566473,0.019383412,48.10344,42.213643,33.23699999
0.4413680706,0.1847517928,0.0518552159,0.0175964385,56.579828,30.644123,13.06800008
0.498549498560625,0.169661922009243,0.0401922736414511,0.0130814467165841,69.552592,31.097497055104,26.30100012
0.407864291099753,0.193278206561654,0.0586936901030133,0.0132229260264653,83.426504,18.527302252066,20.67199993
0.4608163385,0.1031706534,0.0480684911,0.0133065964,45.761196,29.058897,25.63599992
0.5515128453,0.1729494136,0.058919643,0.0143686648,53.360844,42.674921,41.48099995
0.4469278926,0.1983407893,0.0576915579,0.0174658292,59.64526,30.392169,23.22000003
0.454456443,0.1521393213,0.0592219614,0.0113131383,66.453908,22.498201,22.01800013
0.4450614532,0.106601788,0.0535189309,0.0118505608,51.050576,23.975684,16.35500002
0.494421756748229,0.104229603369566,0.0576353487101422,0.0147630803057625,38.702892,37.3573974287046,30.53699994
0.444388988,0.1824672341,0.0498929367,0.0166145217,59.431708,29.557103,27.75199986
0.418337480203814,0.153110088708923,0.0436799597911794,0.0189181952567072,46.805356,31.0505918208837,20.98199987
0.415046026426279,0.179351315362203,0.0537859742892744,0.0178523599418379,55.873944,27.1310363818264,21.13199997
0.5779538222,0.1578502429,0.0593527972,0.0153827327,45.488024,51.479777,22.22899985
0.4119505945,0.1564432598,0.0512749904,0.0158447842,54.596984,24.948635,13.10800004
0.4961557543,0.1548389386,0.0532781672,0.0102978509,73.722512,24.779612,32.63599992
0.541714832601599,0.16245186564931,0.0488817567299351,0.0157698365935722,49.821324,45.572193650482,29.51800013
0.562301755912627,0.125779303470734,0.0564080373961107,0.0115410139823721,53.884852,37.5232201932636,29.67000008
0.4024012998,0.1844969241,0.0467049746,0.0115839555,97.863728,16.058175,11.36599994
0.5708113677,0.1274454998,0.051851372,0.0119455052,53.781456,40.014223,39.82999992
0.4373100784,0.1821910454,0.0527497534,0.0151323663,64.635164,25.927064,13.22300005
0.4510128856,0.1168884077,0.0552836693,0.0130170599,48.568344,26.768029,15.38199997
0.580583447737909,0.169992495372793,0.0437148011371326,0.0100173027619737,82.450936,33.3853636518764,29.94400001
0.421049321364194,0.129725032949815,0.0486656004294197,0.0183350832143369,39.673528,31.8735570052274,21.07199979
0.5222914313,0.1939922905,0.0577544964,0.0148344304,59.963596,37.789353,17.58899999
0.4248100884,0.1459590036,0.0560820827,0.0170866969,44.689244,29.49528,24.23099995
0.410096692,0.158397646,0.0451653317,0.0153686914,59.91958,23.822921,13.28999996
0.5071014947,0.1811878429,0.0405368378,0.0191302063,50.081872,46.419364,17.55699992
0.4098782789,0.1215437397,0.0513752691,0.0180156446,38.204488,29.92349,25.7650001
0.4600606879,0.1048021772,0.0524488374,0.019836716,30.199302,43.11782,15.58400011
0.5189676186,0.1998927747,0.0466441428,0.0134912925,74.025448,33.488645,39.93199992
0.4328373926,0.1499226835,0.048176812,0.0119591089,68.527208,21.358855,27.02800012
0.4705459605,0.1914631684,0.0548625687,0.0187232458,51.535596,37.49019,33.92000008
0.5274803047,0.1619553425,0.047874365,0.0172400806,46.300296,47.013289,17.5940001
0.4305054108,0.1537938545,0.0403600595,0.0165608591,54.209044,28.98059,13.20799994
0.5462746636,0.1192856354,0.0545389481,0.0103813089,59.031208,31.934079,19.97899985
0.5826706581,0.1660298882,0.0447918879,0.0109529571,72.990384,36.95082,21.73200011
0.5165698439,0.1028065774,0.0407920073,0.0172411697,36.322748,47.786124,36.33700013
0.541940544290487,0.187967538280591,0.0599041240871214,0.0119208030978737,69.589176,33.3626188654871,29.398
0.5009443462,0.1848596466,0.0599663307,0.0164335631,52.035864,38.610222,15.40700006
0.5372938657,0.1565585105,0.0428946216,0.0195581575,40.992604,55.884405,17.95300007
0.448103129930269,0.125617604127077,0.0516146195604057,0.0183755965656205,36.957956,36.8312031267628,22.91499996
0.5618532197,0.1294948671,0.0557884297,0.0175644327,36.151452,56.828717,19.70899987
0.5772515372,0.1900789197,0.0568268661,0.0196753525,42.006824,63.276906,19.67799997
0.5764161675,0.168641339,0.0589241953,0.015655682,47.111252,51.495557,20.06200004
0.5937284904,0.161847335,0.0554501966,0.0129566448,55.882912,45.75472,22.71500015
0.5680190568,0.1583883235,0.0548058144,0.0120143123,60.438844,38.693253,22.33100009
0.5346844915,0.163873812,0.0485110215,0.016728845,47.682888,46.891109,19.59299994
0.496047632407056,0.130451935993356,0.0425348397391224,0.0129059262202715,55.940184,31.9794023946465,27.54100013
0.5679527697,0.1815292882,0.0473856258,0.0132993778,64.22624,41.667919,20.16899991
0.5048066386,0.1592596585,0.0563585491,0.0148473767,50.89124,36.904574,17.61299992
0.591470644769005,0.193986041632003,0.0403046377846835,0.0148049174720162,63.51002,49.9754788813948,32.05800009
0.5311395086,0.1925113353,0.057467279,0.0198504442,44.041144,52.686625,18.20499992
0.486475977203279,0.137359345916547,0.0407004082188885,0.0148218389551177,51.653128,34.9200334767396,24.93799996
0.412585891584254,0.160931871629521,0.0547842204346014,0.0136502426836334,63.6904,21.3721724709385,20.85399985
0.4492733988,0.1366118527,0.0424526977,0.0188046617,41.242684,37.281407,15.34800005
0.402747445183226,0.142700763500665,0.0417977929799669,0.0146392983127427,58.533632,22.4851235899876,23.80700016
0.4252531153,0.1561831966,0.0584506484,0.0122263319,65.977184,20.754763,27.93899989
0.57531785868917,0.129333212200695,0.0466839984133452,0.0196465922952785,34.042368,66.7806851032963,31.77699995
0.539218272831407,0.10846581358453,0.0587367157744548,0.011802526508415,48.35232,35.6566648763442,27.67199993
0.4434123295,0.1574273523,0.0457609597,0.0166082885,51.839228,30.901872,25.01999998
0.561727702792094,0.126417171834377,0.0414934834347717,0.0166025913769155,41.614756,53.7791618226354,31.77100015
0.5882740154,0.1320468251,0.0508000523,0.0115693158,56.491004,41.131054,45.29200006
0.418088211542323,0.137903235174619,0.0487195666426728,0.0177288149132167,43.374708,29.9250011686075,22.67700005
0.4684282662,0.1936850196,0.0505038933,0.014878541,68.15876,29.31894,15.47000003
0.505875617637987,0.146127694163444,0.0548218119574846,0.0190419087823787,37.430924,48.3698669447996,25.34899998
0.5488311802,0.1877504713,0.0420703478,0.0128181995,72.976472,36.871919,17.602
0.5221446116,0.1774214267,0.0474786777,0.0151910324,57.454036,39.644284,33.40799999
0.588323472078867,0.184526950763513,0.0462486314778209,0.0181132729255,47.464048,61.1388166050448,31.7019999
0.4519427579,0.1803370265,0.0591293423,0.0153267717,58.712964,28.550651,13.16000009
0.5917487376,0.1926852556,0.0445674096,0.018606601,48.60554,62.99124,21.89499998
0.562979036254959,0.18903385068975,0.0479609710541822,0.0188721582477163,46.983928,57.4169668597143,29.5309999
0.464041897747609,0.188689960119745,0.0488227124149069,0.010375547901205,96.498664,20.1972408132574,23.06900001
0.4662962436,0.1252972462,0.0501864039,0.0129174981,52.469856,28.218942,15.47600007
0.4744675021,0.1365948059,0.0592728637,0.0111789505,60.557172,25.017646,15.33799982
0.514336799128636,0.134754060867466,0.0571916860137568,0.0159331591866556,41.473368,42.518029599732,27.22300005
0.427137773999294,0.116430042690956,0.0536117521711763,0.0131453879061827,49.261136,24.0650169913301,23.329
0.4754744215,0.1445119431,0.0524891534,0.0194705921,37.714508,43.272642,15.35100007
0.532795376929021,0.153925672854567,0.0440607255534891,0.0193339634579943,40.699824,54.41388784267,27.95099998
0.4983482077,0.1516556034,0.0449345637,0.0103883123,76.008296,25.331651,15.43099999
0.5024348296,0.1819450327,0.0596829811,0.011688768,71.93016,27.785287,36.93599987
0.5316984335,0.1126317781,0.0444896551,0.0164290857,38.903356,47.985653,17.50300002
0.485566324757187,0.193076149630462,0.0418500549703503,0.0160229149972789,65.446604,34.4143188482025,25.02699995
0.5125830675,0.1743240469,0.0498355126,0.0147351739,57.850644,37.061371,17.53300023
0.544244180233482,0.129887818954713,0.0477422945092764,0.0142100174219323,47.413824,42.9434729984505,28.02999997
0.4676440984,0.13469683,0.0447679461,0.0163984554,45.20764,35.593847,15.47600007
0.551727059887323,0.138267943154844,0.0514904638409337,0.0129165934214776,52.647272,39.8763638348242,29.47399998
0.551886015665294,0.118135197822381,0.0592030454387917,0.0124105328231349,47.6502,39.0540086659446,30.15700006
0.467349433793449,0.139298586129304,0.0572118796092101,0.0146839462540547,47.694196,31.6719414490156,23.23099995
0.4169581464,0.1253471814,0.0410555858,0.0172872955,43.581456,29.593121,13.27899981
0.509545973802222,0.199636217606647,0.0436632612082354,0.0198215877717219,52.341892,47.1371120067207,25.85299993
0.4257147119,0.1123464721,0.0447586421,0.0147582811,45.561292,26.943382,13.34899998
0.546761986665805,0.139468907097952,0.0465645481284107,0.0162879638909911,43.667412,49.2481896420325,29.57400012
0.5998603328,0.1730648962,0.0526125859,0.01782906,43.301544,63.634232,21.90799999
0.5954304449,0.1908372799,0.0506255175,0.0158386244,53.849272,54.510533,21.98300004
0.5574668829,0.1691794152,0.0428450836,0.0173712726,48.437584,53.007556,35.67799997
0.419412010235823,0.135929767906724,0.0456571767679175,0.013372486343785,58.129264,22.8010303301781,21.14600015
0.42486201919467,0.167707016709543,0.0547557765640347,0.017945996578272,49.698776,29.6589090248299,23.00500011
0.5859201607,0.1660086414,0.0512006059,0.0185428452,41.14902,63.344331,19.82500005
0.493332258,0.1146873683,0.0492140685,0.0150681419,42.070672,37.550225,32.30200005
0.524301880482712,0.172949697249736,0.0516342495243639,0.0131105353991934,62.717452,34.7687798881217,33.72500014
0.503916367257436,0.174666451626569,0.0476463991245604,0.0119843731085029,73.076016,28.9810139854826,25.30200005
0.452326625258256,0.106691947305904,0.0465297035222998,0.0179132028766462,35.187056,37.4699933025142,23.02399993
0.5491689611,0.1885190816,0.0440971676,0.0112008748,82.5864,32.234052,19.91899991
0.433871126775104,0.162752329310679,0.0405488111468114,0.0176572782514667,53.64578,30.9138998394431,20.82299995
0.543553551258647,0.158595233808529,0.0585480760202849,0.0114549411438878,62.874536,33.5304839082068,29.56999993
0.571317831,0.1724668543,0.0479644264,0.018851414,43.102276,60.498937,36.49900007
0.4530492192,0.1528795941,0.0506657525,0.0196933601,40.515408,38.801216,13.4849999
0.444980683869799,0.156966008752472,0.0467693841024607,0.0190290910902345,44.813576,35.7263587925741,22.92499995
0.537106673549153,0.192851277796278,0.0543922605000149,0.0138294829696559,64.132448,37.6273977943324,30.51900005
0.572889751674684,0.16304973706154,0.0433713696219669,0.0156310352160022,51.544544,50.9857520517522,29.83899999
0.5351351634,0.1748099544,0.0461162795,0.0156382638,54.886348,43.281854,17.625
0.5041088743,0.1641540416,0.0542337439,0.0160361239,49.147692,39.454517,15.43000007
0.4980497311,0.1852065983,0.0438914625,0.0127796803,75.67684,29.559236,15.67799997
0.405790511605113,0.110493673947047,0.0554822363306492,0.0140533405096131,44.712968,23.2396026208782,20.79900002
0.5466076235,0.1055500053,0.0584897093,0.0109626453,51.315632,34.142404,45.69000006
0.5060407517,0.1705176997,0.0493372278,0.0169043414,49.896992,41.538226,17.5250001
0.421968902740326,0.186800029091646,0.0470220351010691,0.015800737273014,69.22184,24.5115327403089,20.59099984
0.450798847414672,0.147596819570074,0.0485832575246156,0.0127547717117711,61.806984,25.0626948403589,23.43700004
0.521537537143048,0.135599697725413,0.0590189527466272,0.0180732552405959,36.14266,49.6491414638799,27.33299994
0.4969142982,0.1501352673,0.043954762,0.0130022785,60.995764,31.567148,15.41499996
0.4955569907,0.1897700921,0.0416510899,0.0186240143,54.423232,42.226459,15.35899997
0.583861191900018,0.138565595799794,0.0503056400645922,0.0164547658585707,41.103652,57.2651315401438,31.70200014
0.4722829941,0.1247383529,0.0431454726,0.0106050845,66.828592,23.810784,15.43900013
0.4287358636,0.1398159485,0.0558411832,0.0193274293,38.06886,34.427936,13.64899993
0.40856856586753,0.14589396098653,0.0429525164078379,0.0107836024991436,79.801904,17.0081437218023,20.95600009
0.5861925665,0.1406163106,0.0525972993,0.0186558488,36.036616,65.369696,22.05900002
0.5115868663,0.177443497,0.0548027784,0.0103091554,81.256928,25.705859,17.68799996
0.54618084784876,0.189657246763808,0.0407115082006412,0.0144137919973411,66.430168,40.89413045311,29.87100005
0.4227167253,0.1022254164,0.0473859365,0.0148744544,41.705452,27.104077,33.09600019
0.4722500315,0.1537269793,0.05756785,0.0162883176,46.099356,35.200236,15.25
0.5575238073,0.1433779087,0.0521810846,0.0127960808,54.271388,40.196162,40.9749999
0.5670226012,0.1703807622,0.0503537695,0.0156169464,50.779376,49.423182,19.7809999
0.4010481024,0.1617701039,0.0578773858,0.0164463195,53.38468,24.047808,33.71499991
0.4030284592,0.1365793334,0.0595809821,0.017603589,41.2976,27.479735,13.37299991
0.451131778366096,0.150930109033746,0.0410270762482566,0.019389537395592,44.030492,37.9238609364437,23.68900013
0.5988329254,0.152651196,0.057326955,0.0175497656,38.981648,63.6853,21.95599985
0.477595923537024,0.123162745449608,0.0564341767431336,0.0126713572418809,50.49476,29.2329799899456,25.30499983
0.55525839862712,0.121346879753902,0.0457501299331544,0.012619858093446,51.86852,40.075480241017,31.71099997
0.5387591649,0.1599526078,0.0591272716,0.0163767039,44.315916,46.945624,40.20499992
0.405261393307283,0.135819345333802,0.0428070120756755,0.0161788472722673,49.905296,25.5428080061022,21.05900002
0.4512265147,0.1500485331,0.0492296716,0.0130097384,61.1651,25.517272,24.13800001
0.5553187202,0.1977703239,0.0458094854,0.0108335942,87.822496,31.557546,19.75600004
0.54294849344488,0.103595213245024,0.0435849008809953,0.0145870416902637,41.970468,44.815223585861,30.12700009
0.599382878176935,0.158472396529316,0.049139018261469,0.0123805669439119,59.964928,44.7480342697075,32.29699993
0.4301231923,0.1654929828,0.0472763678,0.0181541852,50.62524,30.997453,13.20700002
0.4565737797,0.1764548488,0.043568458,0.0136592628,71.446472,26.218834,43.61800003
0.4596778091,0.1108248867,0.0556745658,0.0133678147,45.42344,28.829251,36.12999988
0.507314714,0.134304797,0.0470953714,0.0179446743,39.33024,46.47508,17.84699988
0.4027828113,0.1251466187,0.0464644115,0.0192629257,37.96564,30.589233,13.38199997
0.4164930185,0.1178383201,0.0452054955,0.0183007144,38.130136,31.627412,13.25500011
0.539220178,0.1102101746,0.0472213151,0.0130122867,47.26258,39.221361,41.25499988
0.5144433549,0.1058021213,0.0521607823,0.0175914318,33.482832,48.264748,40.18599987
0.504737181182111,0.13710830132496,0.0503782676040044,0.0154145436199275,45.394604,39.3727577153814,27.67400002
0.497103636476956,0.101747445029374,0.0528528818798215,0.0116979462752666,49.294536,29.9874131839584,27.36899996
0.5673426007,0.1113763902,0.0510340311,0.011694534,51.272004,39.157323,19.77099991
0.4775078026,0.136798282,0.041914922,0.0105189798,72.332672,23.820347,15.45700002
0.5286546862,0.1569624933,0.0521267564,0.0141753145,53.06036,39.103371,45.38899994
0.4879477779,0.1884407357,0.0520338933,0.0108017851,86.631832,23.700985,15.41100001
0.4736893002,0.1917300237,0.0477155588,0.016985085,59.580308,34.506649,23.88100004
0.573283448690767,0.100718989585348,0.0531010978729138,0.0114440062401283,49.001312,39.4410686761431,33.97900009
0.570295432853557,0.155647607056595,0.0514249225752052,0.0166864394028644,43.965952,54.3484807505332,30.23900008
0.478026636648733,0.184421006442519,0.0589302698535337,0.0185423801488094,47.81852,39.0990397736317,25.07999992
0.548877715,0.1096545905,0.0443018774,0.017184211,36.481576,53.758555,19.7900002
0.5155791907,0.1808013301,0.0497534944,0.012101095,72.770936,30.537976,17.69799995
0.475051461514855,0.161920270457304,0.0403539509067741,0.0145930775312519,61.17412,31.4903433837671,25.95200014
0.5724546817,0.1834004501,0.0405548782,0.0160444535,56.653484,51.017402,20.15299988
0.5470479992,0.1517757226,0.0459295204,0.0108479995,70.02948,32.415191,46.62799978
0.5864880785,0.1035085075,0.0463246266,0.0102068564,57.895064,36.786732,59.09099984
0.57747746,0.1722371312,0.0576009635,0.0159045336,47.594916,52.30822,19.82200003
0.5097347741,0.1913317161,0.0410039596,0.0152047464,66.306848,36.714769,18.10000014
0.42264294592461,0.145389824725436,0.0401195344972302,0.0151020306882646,56.944948,25.7430753919382,22.82999992
0.459934761785174,0.119728080205628,0.047115058968633,0.0121990459401608,55.029232,26.044484311351,23.36000013
0.4739240824,0.1651284002,0.0512220906,0.0130934376,63.974816,27.984823,31.69400001
0.588599105617858,0.163492902327257,0.0513195987399511,0.0162960548218336,46.006432,56.3691795478805,31.94199991
0.5112005595,0.1988545227,0.0410864878,0.0140443707,74.731072,33.694801,34.94499993
0.5234361913,0.1635556422,0.041089824,0.012367772,68.92848,33.072055,17.63800001
0.432539878,0.1193609131,0.0409905668,0.0181776247,39.454364,34.003182,15.53999996
0.486890412,0.1067428306,0.0414078573,0.0197826567,32.523312,48.293243,17.72900009
0.5235395436,0.1688437564,0.050313031,0.0114064921,71.53408,30.320621,17.41900015
0.528542501,0.1196924353,0.0504340294,0.0153401326,41.4115,43.999013,27.09200001
0.59391260231869,0.157086385022451,0.0442570729664711,0.0149066477350569,51.556024,52.8820030107026,34.17999983
0.4405862794,0.1145329408,0.0505222481,0.0127175199,50.857048,24.935234,13.74000001
0.5517737647,0.1246818487,0.0535930705,0.0118692476,53.164164,37.113608,47.39599991
0.449201485975946,0.139669650226511,0.0456538951158312,0.0171767948355768,44.86942,33.8965814670086,24.92600012
0.5329307407,0.1811611672,0.052549041,0.0170128236,49.817632,46.263223,17.83699989
0.460554425451703,0.172441763532524,0.0574883078843192,0.0189763982743278,45.033504,37.5220574052047,23.01099992
0.5672426812,0.1558763388,0.0502536171,0.018437454,40.091428,59.340852,50.75499988
0.5487142623,0.1280233405,0.055803435,0.0104955466,60.44694,32.346739,41.16600013
0.586370310468056,0.193410166154585,0.0534680841451613,0.0154644620635619,55.07774,51.2800097379771,31.94399977
0.460728845,0.1346380433,0.0400553613,0.0102363595,75.525984,21.501168,30.01600003
0.530550123197818,0.13295189801676,0.0474002101880407,0.0193589317363678,35.661184,55.2566906239582,29.78200006
0.59663320878569,0.10391666228927,0.0435610123026372,0.0170745379956156,35.467732,63.7266343098294,31.37099981
0.574078030385182,0.132860349190725,0.0436095714764236,0.0137817467826899,50.368004,46.4868777289684,29.81800008
0.571777018758904,0.145698914770616,0.0509544190336045,0.0134777386036755,51.908536,44.5787801774288,30.45300007
0.4121063652,0.1548331916,0.0465504644,0.0127847305,69.0938,20.203612,13.28699994
0.42663620534243,0.157375846979042,0.040251673206318,0.0183436703810842,50.512828,31.2221947442017,22.68799996
0.4416277236,0.1688940631,0.0521496257,0.0181869277,49.033148,32.820302,31.37199998
0.571453412,0.1328141223,0.0567589933,0.01370263,46.620704,45.818803,20.00699997
0.5149892596,0.1036976004,0.042905809,0.0127300257,48.77688,35.038666,17.60299993
0.5444305489,0.168609027,0.043650442,0.0182635756,46.14092,52.937937,17.65799999
0.432684746074745,0.105627388837187,0.0552829515917393,0.0181544765683279,33.050828,34.6481809433411,22.94300008
0.5130576108,0.1538806038,0.0497562036,0.0174649956,43.659528,45.284388,17.61399984
0.484447648397391,0.128098950742108,0.0518131969861804,0.0185335449634797,36.149352,43.8067781341663,25.25300002
0.445835754465724,0.193563469279952,0.044611766439496,0.0155327024193612,71.503288,27.1306902448869,23.273
