UTS (MPa)	Elongation (%)	Failure Mode
1146.56400595581	3.928472872960448	0
1058.0391238388681	7.798661766717135	0
1084.5393812074392	5.710749381367681	0
1116.5631715701782	3.213044754196027	0
1148.777256356118	5.984830412950744	0
1076.0412881077355	3.537977494659018	0
1090.7170511668091	6.1806269056136784	0
1044.6832512996987	6.737893368511106	0
1040.1896687959666	3.7689765224724345	0
1140.62629111971	6.445064193866482	0
1167.8120014285412	5.619171390404747	0
1096.3994939209833	6.233090239991735	0
1150.1766448946012	7.845189473980922	0
1118.0818012523816	4.631917825995695	0
1067.7440122697437	3.8693957534637655	0
1118.0697802754207	3.665728355561715	0
1176.9018283232986	3.776284572551843	0
1098.2086980445024	4.884347435878844	0
1178.2321827907003	5.511727962224966	0
969.0127447955128	5.415036198995028	0
1141.0951252187613	6.240774873554036	0
1104.3523534119086	5.0195028378168605	0
1085.0496324767066	7.1803011157359755	0
1104.5880388267751	4.603014750143066	0
1000.6215542699554	9.080253749884427	0
1089.0164056081244	5.938501021647509	0
1117.8556285755874	3.7142636653755763	0
1173.8947022370758	3.3936612529083314	0
1074.0864890863177	5.723708622864778	0
1059.5753198553407	4.664805822011224	0
1074.9121478207733	6.071000741138138	0
1145.7701058851037	5.709856436860317	0
1116.4375554829842	4.890756631014691	0
1073.5119898116482	3.7298094228973926	0
1125.6633716556678	2.727729162971203	0
1104.853877467402	4.330227571899468	0
1148.4322495266445	6.284598191485209	0
1064.8973453061324	5.321140616195306	0
1083.6168926701116	3.131391831932018	0
1080.394592343392	5.259771388776773	0
1026.824252593394	5.577976069593255	0
1114.8060138532287	3.6742138456983007	0
1113.0527636089944	5.230587658918292	0
1100.255672832123	5.087313077669	0
1088.2706433312426	3.2855445532540655	0
717.8893680174142	20.855024945389637	1
728.0392263184117	22.199094799015153	1
754.1525621587639	28.736468025616308	1
752.6901026017451	28.051851327167324	1
631.1165316021454	24.89549203017926	1
653.1087480042438	25.58663691654391	1
725.751763360433	31.388324478942124	1
725.6892975456104	22.04214305582085	1
725.7523843153024	27.735486905850188	1
892.6365745327361	23.98903673783053	1
728.5445255346583	23.9115939838639	1
756.7782820090299	30.49388425993595	1
747.7000881746601	29.12708174494015	1
732.5695625652899	29.067548180003193	1
684.2365377679827	31.527394035771646	1
737.9484610246634	25.105019208163796	1
661.3587392731214	28.40976485647482	1
688.1590696629995	23.44866621703272	1
675.7318226085448	26.62083176244221	1
704.0937069693161	24.349284728161578	1
815.7329283336754	25.48497982496359	1
606.6367403704126	27.97578512718457	1
734.3130095187257	20.908896583832636	1
619.3642064405174	35.4619363784273	1
676.4034067105283	19.96991309250149	1
754.4475298483683	18.92905693606134	1
703.2140009547732	30.790554367500338	1
646.1127611035347	28.95831346981468	1
664.2348145370016	28.120599085260775	1
733.9798874467338	28.1417275463214	1
663.4816684141432	24.938766135765427	1
710.8229294790988	20.51372814257084	1
702.2785919951907	25.37902279096863	1
667.4199826197091	21.61419144243944	1
807.1972044662663	29.875598667088756	1
731.6959511159006	24.264713092489306	1
598.7428706671196	20.872514016037442	1
709.3227157384714	23.393070791735035	1
666.9106767615806	27.06465727137812	1
742.6216667398112	22.181377235980126	1
660.373963078365	20.888898022167844	1
694.2631779266551	26.218436057459563	1
725.2493639490228	26.224832855543614	1
743.2877597085061	22.46528412314435	1
639.9851796472112	22.644808471908387	1
683.2749382079526	26.16024968678818	1
676.2527344419522	17.75957829251338	1
667.3335383713144	17.962681128117225	1
788.2727120140548	21.40777889373782	1
720.2490855480478	23.932764241440765	1
636.9558022832477	26.554537827990025	1
745.8930973527388	32.37678108474776	1
806.1078098506316	29.288298116010097	1
751.6232630275573	24.200307350182864	1
624.0315017022994	24.904918960486555	1
675.7882963566874	19.987353176810956	1
763.3455574593312	24.90743432003805	1
664.616526719061	23.55670680539931	1
722.1909714073114	26.613592801690448	1
738.7317026714668	20.863845282238387	1
653.6534764210959	27.596732571205862	1
697.02373219691	32.66369456501289	1
537.9366329965463	24.456199257715713	1
648.7806179332855	27.008558610494706	1
687.3715924303419	28.450719958555563	1
637.6108409017576	22.993897640570818	1
781.6205651965818	26.120462409052084	1
628.4929311019683	25.062962003908975	1
677.9977756651508	25.48838049274416	1
706.5370288643046	21.13495108072267	1
772.0636644533058	25.122550871294713	1
628.206892441028	27.489991456227248	1
758.158187607748	32.25571803897521	1
700.5116530509794	29.796354130426035	1
650.9245674476025	35.76591228755778	1
723.1051737131636	21.163262185559752	1
709.9529847786735	29.361603183603393	1
669.9891561420602	25.91671002869176	1
703.490104249501	35.94901466608836	1
680.734320156912	20.958508573224243	1
705.6758672625624	20.801390789096118	1
733.1065337260524	22.00303677277989	1
779.3008408072676	14.380521378450965	1
638.1092250586576	22.371224891596196	1
806.6516687328133	21.20433669223151	1
602.395610023875	25.75196893238104	1
692.4107452482208	26.708779878885796	1
729.4158603242288	34.38085419607943	1
714.0495933867517	29.75211919093025	1
668.8650240089703	22.115481721687985	1
689.5938874821362	20.50792664325821	1
675.3499532670584	27.459595857532527	1
670.5317621527894	18.398833964896788	1
742.4801048510512	34.157293829271765	1
717.8507742982524	30.897200603606436	1
665.3545202369673	22.654121739476476	1
744.9799937716625	16.434327354545612	1
715.3649760438304	31.769361870827062	1
740.643105941948	24.42730077373691	1
731.4814420961806	31.189081559867308	1
320.27861706028165	17.778532642594925	2
370.03124885231136	20.72824992141039	2
400.26218498590913	10.804297278542577	2
402.3490296882371	16.688907710071714	2
377.4967264260378	13.048072292634519	2
431.14249661737495	13.538623848705912	2
346.61897853087027	13.222818227283392	2
392.8810257489353	12.408027690960552	2
406.01478158559496	15.145564883834481	2
425.72194170293744	12.507149650766888	2
435.5807439044445	15.811370477339516	2
343.76789540810654	14.84928567165259	2
323.2942914632189	14.283155859400772	2
463.88384109492546	12.277309013875207	2
416.6157005989796	13.269686008295002	2
362.5756731721723	17.26617367747727	2
477.55759877612616	16.502751562873144	2
405.78373171464295	12.067334265604346	2
458.96485920319134	15.297996916287678	2
403.37592407050545	17.254161370115366	2
503.03739624409934	9.991784156635884	2
487.7670421221602	16.630080577139804	2
387.5517925760463	13.01212872316246	2
448.5785475477178	16.711796005779476	2
432.2687974792574	12.71022253037245	2
468.43157787661744	9.585353698006443	2
351.7538269709948	10.117372686350512	2
434.30257299992195	15.144254839984146	2
452.9212243424794	15.779167505164445	2
312.06302567884427	12.287050124686775	2
340.83707436671125	16.915777376332123	2
298.038391111995	10.01543981319312	2
386.5296582777721	14.80176060405805	2
435.8771127897981	11.36695140071263	2
475.1178526048014	13.044491676593523	2
403.70473902098877	15.142196013949242	2
481.4307772785646	12.418759904148143	2
330.99492708925544	13.846333367310525	2
314.83087803224225	18.018878427643322	2
397.22261505516906	13.269324391430555	2
419.20327244696534	17.507076336195425	2
398.36526259529535	11.610879436027146	2
296.6278949980062	16.589412533745847	2
395.5439980243606	19.3247058619737	2
334.7765249747573	7.585066499618132	2
433.48362744150194	12.60931423358857	2
418.3299123048424	16.73121638154162	2
353.0060106836322	14.390863841871022	2
374.30665413316535	16.113437620113928	2
347.0393239055524	13.188044439852538	2
396.8660451363414	15.2597693624187	2
447.7571160250619	14.532968293823762	2
350.7136976832228	18.50334618497942	2
425.20232577589223	15.763262529903638	2
373.48711908137795	16.012807986225607	2
360.3563583868828	13.764369101632598	2
394.6484820022721	13.53718132778252	2
348.2378838790313	13.702325436541138	2
372.3175347326409	16.18335642713489	2
340.1061053705576	13.73704655753921	2
498.2362566458195	15.869324570689239	2
401.7631775985864	21.226202395936316	2
365.0137246003707	17.613374110295076	2
410.6989955367111	14.021929403496477	2
394.3835975154585	18.603641766491833	2
388.95152002333884	13.775773880935345	2
430.7083350021713	8.885626394466438	2
437.87538550236525	11.975741067247789	2
373.4749426194736	9.387624236922433	2
371.209087967766	13.945459547876073	2
386.2474151424178	15.055255137568656	2
284.90394176322076	20.02931193682585	2
324.2404468900724	15.980782121292489	2
468.34371337222626	14.342698413573407	2
482.2483856750642	17.488216743550467	2
387.5481980221811	8.366594072976344	2
428.8278481527883	15.706843674325699	2
415.5625077271768	17.3125955816609	2
553.9440404227619	10.564241262660476	2
455.97874557172884	18.431262129620787	2
393.6041204259617	16.015489222483243	2
352.22297796997873	13.754136258297596	2
319.6776839871214	16.898345598318855	2
410.17318179336115	21.81207857341319	2
362.18246273578484	15.545598765175486	2
328.8873145201163	15.744661758901008	2
367.67135578787367	13.621917301379268	2
345.92259981928026	12.450466891605625	2
484.3570817536282	17.491007449632736	2
444.08198784747253	12.431748522273399	2
399.6013679341691	15.214698711658178	2
473.9972069445013	13.56702765970465	2
403.86841538238093	16.436939477239175	2
356.9357899335868	16.000986315860846	2
476.15620386348286	18.112619832773696	2
426.9455021842329	13.46995080343576	2
348.1376922836772	14.190375194119886	2
390.4830660958196	12.063708852653079	2
356.21908733076214	13.667120219771665	2
330.8600134517832	16.131901479134555	2
